0.000000,1.000000
1.000000,-nan
2.000000,nan
3.000000,nan
4.000000,nan
5.000000,nan
6.000000,nan
7.000000,nan
8.000000,nan
9.000000,nan
10.000000,nan
11.000000,nan
12.000000,nan
13.000000,nan
14.000000,nan
15.000000,nan
16.000000,nan
17.000000,nan
18.000000,nan
19.000000,nan
20.000000,nan
21.000000,nan
22.000000,nan
23.000000,nan
24.000000,nan
25.000000,nan
26.000000,nan
27.000000,nan
28.000000,nan
29.000000,nan
30.000000,nan
31.000000,nan
32.000000,nan
33.000000,nan
34.000000,nan
35.000000,nan
36.000000,nan
37.000000,nan
38.000000,nan
39.000000,nan
40.000000,nan
41.000000,nan
42.000000,nan
43.000000,nan
44.000000,nan
45.000000,nan
46.000000,nan
47.000000,nan
48.000000,nan
49.000000,nan
50.000000,nan
51.000000,nan
52.000000,nan
53.000000,nan
54.000000,nan
55.000000,nan
56.000000,nan
57.000000,nan
58.000000,nan
59.000000,nan
60.000000,nan
61.000000,nan
62.000000,nan
63.000000,nan
64.000000,nan
65.000000,nan
66.000000,nan
67.000000,nan
68.000000,nan
69.000000,nan
70.000000,nan
71.000000,nan
72.000000,nan
73.000000,nan
74.000000,nan
75.000000,nan
76.000000,nan
77.000000,nan
78.000000,nan
79.000000,nan
80.000000,nan
81.000000,nan
82.000000,nan
83.000000,nan
84.000000,nan
85.000000,nan
86.000000,nan
87.000000,nan
88.000000,nan
89.000000,nan
90.000000,nan
91.000000,nan
92.000000,nan
93.000000,nan
94.000000,nan
95.000000,nan
96.000000,nan
97.000000,nan
98.000000,nan
99.000000,nan
